suffix,reputation,popularity,level,branches,leaves,cnt,cntPos,cntNeg,isPSL,features
com.aladdin-iulius,0.982,0.0048,2,5,5,109,108,1,0,"com.aladdin-iulius: com.aladdin,-,iulius|c,om.aladdin,-,iulius"
com.uwants,0.667,0.0183,2,4,4,12,10,2,0,"com.uwants: com.uwa,nts|c,om.uwa,nts"
com.facebook,-1,1.5138,2,5,5,7,0,7,0,"com.facebook: com.facebook|c,om.facebook"
com.is-a-guru,1,0.0154,2,1,1,3,1,0,1,"com.is-a-guru: com.is,-,a,-,guru|c,om.is,-,a,-,guru"
com.tekcities,0.6,0.0038,2,3,3,5,4,1,0,"com.tekcities: com.tekcities|c,om.tekcities"
com.fc2,0.333,0.1471,2,3,9,12,8,4,0,"com.fc2: com.fc,2|c,om.fc,2"
com.apple-concierge,0.9,0.0017,2,4,4,20,19,1,0,"com.apple-concierge: com.apple,-,concierge|c,om.apple,-,concierge"
com.software112,0.947,0.0028,2,9,58,76,74,2,0,"com.software112: com.software,112|c,om.software,112"
com.is-an-actor,1,0.0133,2,1,1,3,1,0,1,"com.is-an-actor: com.is,-,an,-,actor|c,om.is,-,an,-,actor"
com.jpn,-1,0.062,2,9,9,12,0,10,1,"com.jpn: com.jpn|c,om.jpn"
com.lop,0.905,0.0011,2,1,17,21,20,1,0,"com.lop: com.lop|c,om.lop"
com.mex,-1,0.0313,2,0,0,3,0,1,1,"com.mex: com.mex|c,om.mex"
com.moonfruit,0.911,0.0266,2,13,13,45,43,2,0,"com.moonfruit: com.moon,fruit|c,om.moon,fruit"
com.qa2,0,0.0184,2,0,0,2,0,0,1,"com.qa2: com.qa,2|c,om.qa,2"
com.szm,0.333,0.0098,2,2,2,6,4,2,0,"com.szm: com.szm|c,om.szm"
com.is-a-geek,0.935,0.0266,2,16,21,33,30,1,1,"com.is-a-geek: com.is,-,a,-,geek|c,om.is,-,a,-,geek"
com.wix,-0.911,0.319,2,42,42,45,2,43,0,"com.wix: com.wix|c,om.wix"
com.forumotion,-1,0.0496,2,22,22,24,0,24,0,"com.forumotion: com.forum,oti,on|c,om.forum,oti,on"
com.bodhyhealth,0.714,0.0021,2,2,2,7,6,1,0,"com.bodhyhealth: com.bodh,yh,ealth|c,om.bodh,yh,ealth"
com.coffeecup,-1,0.0188,2,2,2,4,0,4,0,"com.coffeecup: com.coffee,cup|c,om.coffee,cup"
com.stufftoread,0,0.0165,2,0,0,2,0,0,1,"com.stufftoread: com.stuff,tore,ad|c,om.stuff,tore,ad"
com.mauwebsitedep,0.958,0.0031,2,26,26,48,47,1,0,"com.mauwebsitedep: com.mau,website,dep|c,om.mau,website,dep"
com.svwebserver,0.75,0.0046,2,4,4,8,7,1,0,"com.svwebserver: com.svw,ebse,rver|c,om.svw,ebse,rver"
com.chris-tv,0.714,0.0017,2,2,2,7,6,1,0,"com.chris-tv: com.chris,-,tv|c,om.chris,-,tv"
com.forumvi,-1,0.0094,2,2,2,4,0,4,0,"com.forumvi: com.forum,vi|c,om.forum,vi"
com.centralrestaurant,0.951,0.005,2,5,5,82,80,2,0,"com.centralrestaurant: com.central,restaurant|c,om.central,restaurant"
com.hobby-site,0.95,0.0205,2,11,15,42,39,1,1,"com.hobby-site: com.hobby,-,site|c,om.hobby,-,site"
com.dbmgaming,0.875,0.0015,2,3,7,16,15,1,0,"com.dbmgaming: com.dbm,gaming|c,om.dbm,gaming"
com.meetpositives,0.818,0.0026,2,5,5,11,10,1,0,"com.meetpositives: com.meet,positives|c,om.meet,positives"
com.5gbfree,0.92,0.0091,2,24,34,50,48,2,0,"com.5gbfree: com.5,gbfree|c,om.5,gbfree"
com.bravo-dog,0.982,0.0216,2,9,10,109,108,1,0,"com.bravo-dog: com.bravo,-,dog|c,om.bravo,-,dog"
com.jdevcloud,-1,0.0194,2,0,0,3,0,1,1,"com.jdevcloud: com.jdev,cloud|c,om.jdev,cloud"
com.newfreescreensavers,0.75,0.0027,2,3,3,16,14,2,0,"com.newfreescreensavers: com.newf,rees,cree,nsa,vers|c,om.newf,rees,cree,nsa,vers"
com.sailx,0.6,0.0011,2,2,2,5,4,1,0,"com.sailx: com.sail,x|c,om.sail,x"
com.downloadastro,0.429,0.0273,2,3,3,7,5,2,0,"com.downloadastro: com.download,astro|c,om.download,astro"
com.est-le-patron,1,0.016,2,3,3,5,3,0,1,"com.est-le-patron: com.est,-,le,-,patron|c,om.est,-,le,-,patron"
com.demo-top-bit,0.895,0.0047,2,9,9,19,18,1,0,"com.demo-top-bit: com.demo,-,top,-,bit|c,om.demo,-,top,-,bit"
com.securestudies,0.944,0.0033,2,3,3,36,35,1,0,"com.securestudies: com.securest,udi,es|c,om.securest,udi,es"
com.binexline,0.667,0.0013,2,2,2,6,5,1,0,"com.binexline: com.binex,line|c,om.binex,line"
com.karnil,0.846,0.0032,2,4,4,13,12,1,0,"com.karnil: com.karni,l|c,om.karni,l"
com.siterubix,-1,0.015,2,6,6,7,0,7,0,"com.siterubix: com.site,rubix|c,om.site,rubix"
com.techtipsforpc,0.988,0.0068,2,3,3,161,160,1,0,"com.techtipsforpc: com.techt,ipsf,orpc|c,om.techt,ipsf,orpc"
com.buildamazingmuscles,0.8,0.0013,2,4,4,10,9,1,0,"com.buildamazingmuscles: com.builda,mazi,ngmu,scle,s|c,om.builda,mazi,ngmu,scle,s"
com.foxtab,0.961,0.0028,2,6,6,102,100,2,0,"com.foxtab: com.fox,tab|c,om.fox,tab"
com.safefinder,0.882,0.0202,2,2,2,17,16,1,0,"com.safefinder: com.safe,finder|c,om.safe,finder"
com.brakesrockwall,0.818,0.0044,2,4,4,11,10,1,0,"com.brakesrockwall: com.brakes,rock,wall|c,om.brakes,rock,wall"
com.serveusers,0.946,0.0011,2,28,28,37,36,1,0,"com.serveusers: com.serveusers|c,om.serveusers"
com.dyndns-pics,1,0.0176,2,9,10,15,13,0,1,"com.dyndns-pics: com.dyndns,-,pics|c,om.dyndns,-,pics"
com.mycleanpc,0.957,0.0015,2,4,4,46,45,1,0,"com.mycleanpc: com.myc,lean,pc|c,om.myc,lean,pc"
com.bestvideodownloader,0.857,0.0011,2,2,2,14,13,1,0,"com.bestvideodownloader: com.bestv,ideo,download,er|c,om.bestv,ideo,download,er"
com.xhmaster,0.895,0.0012,2,3,3,19,18,1,0,"com.xhmaster: com.xhma,ster|c,om.xhma,ster"
com.hao123,0.95,0.1519,2,5,6,80,78,2,0,"com.hao123: com.hao,123|c,om.hao,123"
com.bloxcms,-1,0.0457,2,2,2,5,0,3,1,"com.bloxcms: com.bloxcms|c,om.bloxcms"
com.microsoft,-1,0.8119,2,3,3,5,0,5,0,"com.microsoft: com.microsoft|c,om.microsoft"
com.editmysite,0.75,0.0103,2,1,7,16,14,2,0,"com.editmysite: com.edit,mysi,te|c,om.edit,mysi,te"
com.uphero,0.429,0.013,2,5,5,7,5,2,0,"com.uphero: com.uphero|c,om.uphero"
com.labster,0.714,0.0026,2,3,3,14,12,2,0,"com.labster: com.labs,ter|c,om.labs,ter"
com.screensavers,0.714,0.0018,2,3,3,7,6,1,0,"com.screensavers: com.screens,avers|c,om.screens,avers"
com.newhondaserpong,0.833,0.0013,2,5,5,12,11,1,0,"com.newhondaserpong: com.new,honda,serpong|c,om.new,honda,serpong"
com.teaches-yoga,0,0.0157,2,0,0,2,0,0,1,"com.teaches-yoga: com.teaches,-,yoga|c,om.teaches,-,yoga"
com.fiance,0.667,0.0012,2,2,2,6,5,1,0,"com.fiance: com.fiance|c,om.fiance"
com.uludagbilisim,0.867,0.0016,2,6,6,15,14,1,0,"com.uludagbilisim: com.ulu,dagb,ilisim|c,om.ulu,dagb,ilisim"
com.on-aptible,0,0.0253,2,0,0,2,0,0,1,"com.on-aptible: com.on,-,aptible|c,om.on,-,aptible"
com.benadorassociates,0.938,0.0016,2,2,2,32,31,1,0,"com.benadorassociates: com.bena,dora,ssoc,iates|c,om.bena,dora,ssoc,iates"
com.uniblue,0.995,0.008,2,20,20,843,841,2,0,"com.uniblue: com.unibl,ue|c,om.unibl,ue"
com.wixsite,0.879,0.2113,2,7,7,34,31,2,1,"com.wixsite: com.wixsite|c,om.wixsite"
com.solvusoft,0.989,0.0223,2,11,11,367,365,2,0,"com.solvusoft: com.solv,uso,ft|c,om.solv,uso,ft"
com.stascorp,0.857,0.0022,2,4,4,14,13,1,0,"com.stascorp: com.stas,corp|c,om.stas,corp"
com.globalhotelsmotels,0.714,0.0016,2,3,3,7,6,1,0,"com.globalhotelsmotels: com.global,hotels,motels|c,om.global,hotels,motels"
com.ahlamontada,-1,0.0386,2,20,20,22,0,22,0,"com.ahlamontada: com.ahla,mont,ada|c,om.ahla,mont,ada"
com.xplorant,0.905,0.0012,2,8,9,21,20,1,0,"com.xplorant: com.xpl,oran,t|c,om.xpl,oran,t"
com.dev-myqnapcloud,0,0.0148,2,0,0,2,0,0,1,"com.dev-myqnapcloud: com.dev,-,myq,napc,loud|c,om.dev,-,myq,napc,loud"
com.jabry,0.429,0.004,2,4,4,7,5,2,0,"com.jabry: com.jabry|c,om.jabry"
com.arvixe,0.4,0.0202,2,4,5,10,7,3,0,"com.arvixe: com.arvixe|c,om.arvixe"
com.crabdance,0.98,0.0014,2,64,64,100,99,1,0,"com.crabdance: com.crab,dance|c,om.crab,dance"
com.innovative-sol,0.778,0.0049,2,4,4,18,16,2,0,"com.innovative-sol: com.innovative,-,sol|c,om.innovative,-,sol"
com.is-a-landscaper,1,0.0159,2,1,1,3,1,0,1,"com.is-a-landscaper: com.is,-,a,-,landscaper|c,om.is,-,a,-,landscaper"
com.space-to-rent,1,0.0245,2,2,2,8,6,0,1,"com.space-to-rent: com.space,-,to,-,rent|c,om.space,-,to,-,rent"
com.myshopblocks,0,0.0158,2,0,0,2,0,0,1,"com.myshopblocks: com.mysh,opb,locks|c,om.mysh,opb,locks"
com.is-a-student,0,0.0133,2,0,0,2,0,0,1,"com.is-a-student: com.is,-,a,-,student|c,om.is,-,a,-,student"
com.gcortex,-1,0.001,2,0,0,1,0,1,1,"com.gcortex: com.gco,rte,x|c,om.gco,rte,x"
com.fasecolda,0.667,0.0025,2,4,4,12,10,2,0,"com.fasecolda: com.fase,cold,a|c,om.fase,cold,a"
com.dragonstormkenpokarate,0.833,0.0021,2,4,4,12,11,1,0,"com.dragonstormkenpokarate: com.dragons,torm,kenpo,karate|c,om.dragons,torm,kenpo,karate"
com.carambis,0.972,0.001,2,15,15,71,70,1,0,"com.carambis: com.cara,mbis|c,om.cara,mbis"
com.epizy,0.2,0.0166,2,2,2,5,3,2,0,"com.epizy: com.epizy|c,om.epizy"
com.exaservers,0.943,0.0012,2,24,24,35,34,1,0,"com.exaservers: com.exaservers|c,om.exaservers"
com.browserhijackers,0.857,0.0024,2,7,7,14,13,1,0,"com.browserhijackers: com.browser,hijackers|c,om.browser,hijackers"
com.drivertoolkit,0.875,0.0028,2,6,6,16,15,1,0,"com.drivertoolkit: com.driver,toolkit|c,om.driver,toolkit"
com.windows8downloads,0.789,0.0047,2,3,3,19,17,2,0,"com.windows8downloads: com.windows,8,downloads|c,om.windows,8,downloads"
com.bounty-full,0,0,2,2,2,3,0,0,1,"com.bounty-full: com.bounty,-,full|c,om.bounty,-,full"
com.bounty-full.alpha,0,0,3,0,0,1,0,0,1,"com.bounty-full.alpha: com.bounty,-,full.alpha|c,om.bou,nty,-,fu,ll.alpha"
com.bounty-full.beta,0,0,3,0,0,1,0,0,1,"com.bounty-full.beta: com.bounty,-,full.beta|c,om.bou,nty,-,fu,ll.beta"
com.boostpcnow,0.993,0.0063,2,3,3,288,287,1,0,"com.boostpcnow: com.boost,pcn,ow|c,om.boost,pcn,ow"
com.socialnewpages,0.981,0.0256,2,42,42,107,106,1,0,"com.socialnewpages: com.social,newpa,ges|c,om.social,newpa,ges"
com.coxslot,0.6,0.0024,2,4,4,5,4,1,0,"com.coxslot: com.coxs,lot|c,om.coxs,lot"
com.valdeschucho,0.818,0.0012,2,4,4,11,10,1,0,"com.valdeschucho: com.valde,schu,cho|c,om.valde,schu,cho"
com.rhcloud,-1,0.0547,2,2,2,5,0,3,1,"com.rhcloud: com.rhc,loud|c,om.rhc,loud"
com.pureflix,0.981,0.014,2,9,9,215,213,2,0,"com.pureflix: com.pure,flix|c,om.pure,flix"
com.vipsinaapp,-1,0.029,2,0,0,3,0,1,1,"com.vipsinaapp: com.vips,ina,app|c,om.vips,ina,app"
com.americanunfinished,0.857,0.0014,2,10,10,14,13,1,0,"com.americanunfinished: com.american,unfinished|c,om.american,unfinished"
com.pandownload,0.765,0.0065,2,3,3,17,15,2,0,"com.pandownload: com.pando,wnlo,ad|c,om.pando,wnlo,ad"
com.gleeze,1,0.0255,2,1,1,4,2,0,1,"com.gleeze: com.glee,ze|c,om.glee,ze"
com.coolbikinishop,0.667,0.0011,2,3,3,6,5,1,0,"com.coolbikinishop: com.cool,bikinis,hop|c,om.cool,bikinis,hop"
com.watsapp,0.976,0.0015,2,8,8,85,84,1,0,"com.watsapp: com.wats,app|c,om.wats,app"
com.easydriverpro,0.981,0.0034,2,2,2,211,209,2,0,"com.easydriverpro: com.easyd,river,pro|c,om.easyd,river,pro"
com.sendibt3,0.935,0.0061,2,1,58,62,60,2,0,"com.sendibt3: com.send,ibt,3|c,om.send,ibt,3"
com.jcink,-1,0.0068,2,2,2,3,0,3,0,"com.jcink: com.jcink|c,om.jcink"
com.bluemaxcapital,0.778,0.0019,2,2,2,9,8,1,0,"com.bluemaxcapital: com.blue,max,capital|c,om.blue,max,capital"
com.papayamobile,0.84,0.0032,2,4,4,25,23,2,0,"com.papayamobile: com.papaya,mobile|c,om.papaya,mobile"
com.findmysoft,0.998,0.0112,2,889,889,1818,1816,2,0,"com.findmysoft: com.find,mys,oft|c,om.find,mys,oft"
com.digitalodu,0.953,0.0013,2,8,23,43,42,1,0,"com.digitalodu: com.digital,odu|c,om.digital,odu"
com.is-into-games,1,0.0145,2,2,2,4,2,0,1,"com.is-into-games: com.is,-,into,-,games|c,om.is,-,into,-,games"
com.cleverlearncebu,0.667,0.0028,2,2,2,6,5,1,0,"com.cleverlearncebu: com.clever,learn,cebu|c,om.clever,learn,cebu"
com.freeiz,0.429,0.0127,2,3,3,7,5,2,0,"com.freeiz: com.freeiz|c,om.freeiz"
com.dyndns-server,0.993,0.0282,2,132,138,292,289,1,1,"com.dyndns-server: com.dyndns,-,server|c,om.dyndns,-,server"
com.is-a-therapist,0,0.0146,2,0,0,2,0,0,1,"com.is-a-therapist: com.is,-,a,-,therapist|c,om.is,-,a,-,therapist"
com.1kapp,0,0.0164,2,0,0,2,0,0,1,"com.1kapp: com.1,kap,p|c,om.1,kap,p"
com.dontexist,0.949,0.0272,2,15,21,41,38,1,1,"com.dontexist: com.dont,exist|c,om.dont,exist"
com.is-into-cartoons,0,0,2,0,0,1,0,0,1,"com.is-into-cartoons: com.is,-,into,-,cartoons|c,om.is,-,into,-,cartoons"
com.samjoemmy,0.833,0.0046,2,5,5,12,11,1,0,"com.samjoemmy: com.samj,oem,my|c,om.samj,oem,my"
com.fuckndrive,0.714,0.0012,2,2,2,7,6,1,0,"com.fuckndrive: com.fuck,ndri,ve|c,om.fuck,ndri,ve"
com.mindspring,0.981,0.0216,2,38,173,215,213,2,0,"com.mindspring: com.minds,prin,g|c,om.minds,prin,g"
com.bitballoon,-0.171,0.0684,2,32,32,43,17,24,1,"com.bitballoon: com.bitb,allo,on|c,om.bitb,allo,on"
com.ciscofreak,-1,0.0203,2,0,0,3,0,1,1,"com.ciscofreak: com.cisco,freak|c,om.cisco,freak"
com.up-king,0.917,0.0015,2,5,5,24,23,1,0,"com.up-king: com.up,-,king|c,om.up,-,king"
com.ssoutube,0.714,0.0016,2,2,2,7,6,1,0,"com.ssoutube: com.sso,utube|c,om.sso,utube"
com.mfacebook,0.882,0.0026,2,2,2,17,16,1,0,"com.mfacebook: com.mfac,ebo,ok|c,om.mfac,ebo,ok"
com.soft5566,0.882,0.0089,2,4,4,17,16,1,0,"com.soft5566: com.soft,5566|c,om.soft,5566"
com.pandulogistics,0.923,0.0016,2,12,12,26,25,1,0,"com.pandulogistics: com.pandulo,gisti,cs|c,om.pandulo,gisti,cs"
com.is-the-boss,0.971,0.0014,2,67,67,68,67,1,0,"com.is-the-boss: com.is,-,the,-,boss|c,om.is,-,the,-,boss"
com.allmyapps,0.997,0.0021,2,5,5,672,671,1,0,"com.allmyapps: com.allmy,apps|c,om.allmy,apps"
com.servesarcasm,0,0.0141,2,0,0,2,0,0,1,"com.servesarcasm: com.serves,arca,sm|c,om.serves,arca,sm"
com.dataart,0.931,0.0046,2,29,30,58,56,2,0,"com.dataart: com.data,art|c,om.data,art"
com.is-a-conservative,1,0.0146,2,4,6,8,6,0,1,"com.is-a-conservative: com.is,-,a,-,conservative|c,om.is,-,a,-,conservative"
com.theerogan,0.99,0.005,2,51,52,198,197,1,0,"com.theerogan: com.thee,rogan|c,om.thee,rogan"
com.ehlinelaw,0.778,0.0014,2,3,3,9,8,1,0,"com.ehlinelaw: com.ehli,nela,w|c,om.ehli,nela,w"
com.barsycenter,0,0,2,0,0,1,0,0,1,"com.barsycenter: com.bars,ycen,ter|c,om.bars,ycen,ter"
com.cds-bd,0.818,0.0034,2,4,4,11,10,1,0,"com.cds-bd: com.cds,-,bd|c,om.cds,-,bd"
com.firmware-drivers,0.667,0.0013,2,3,3,6,5,1,0,"com.firmware-drivers: com.firmware,-,drivers|c,om.firmware,-,drivers"
com.niloblog,-1,0.0187,2,8,8,10,0,10,0,"com.niloblog: com.nilo,blog|c,om.nilo,blog"
com.001www,0,0.0192,2,0,0,2,0,0,1,"com.001www: com.001,www|c,om.001,www"
com.scanguard,0.97,0.0021,2,23,23,66,65,1,0,"com.scanguard: com.scan,guard|c,om.scan,guard"
com.dsmynas,-1,0.0221,2,1,1,4,0,2,1,"com.dsmynas: com.dsmynas|c,om.dsmynas"
com.mclaut,0.958,0.0021,2,29,29,48,47,1,0,"com.mclaut: com.mclaut|c,om.mclaut"
com.jcforbes,0.895,0.0013,2,8,8,19,18,1,0,"com.jcforbes: com.jcf,orbe,s|c,om.jcf,orbe,s"
com.netflixcomactivate,0.667,0.0027,2,4,4,12,10,2,0,"com.netflixcomactivate: com.netflix,coma,ctiv,ate|c,om.netflix,coma,ctiv,ate"
com.click4riches,0.75,0.0013,2,2,2,8,7,1,0,"com.click4riches: com.click,4,riches|c,om.click,4,riches"
com.sundanceballoons,0.75,0.0012,2,3,3,8,7,1,0,"com.sundanceballoons: com.sunda,nce,balloons|c,om.sunda,nce,balloons"
com.id1945,0.333,0.0028,2,2,2,3,2,1,0,"com.id1945: com.id,1945|c,om.id,1945"
com.bredband2,0.997,0.0017,2,10,657,677,676,1,0,"com.bredband2: com.bred,band,2|c,om.bred,band,2"
com.rashedalmajid,0.846,0.001,2,5,5,13,12,1,0,"com.rashedalmajid: com.rash,edal,majid|c,om.rash,edal,majid"
com.filefacts,0.852,0.0038,2,6,6,27,25,2,0,"com.filefacts: com.file,facts|c,om.file,facts"
com.beegdirectory,0.833,0.0014,2,4,4,12,11,1,0,"com.beegdirectory: com.bee,gdi,rectory|c,om.bee,gdi,rectory"
com.googleapis,-1,0.6955,2,11,11,16,0,14,1,"com.googleapis: com.google,apis|c,om.google,apis"
com.usbavfree,0.667,0.0013,2,2,2,6,5,1,0,"com.usbavfree: com.usba,vfree|c,om.usba,vfree"
com.siaraya,0.905,0.0082,2,12,12,21,20,1,0,"com.siaraya: com.siar,aya|c,om.siar,aya"
com.use-trade,0.979,0.0026,2,29,29,95,94,1,0,"com.use-trade: com.use,-,trade|c,om.use,-,trade"
com.whservidor,0.333,0.0012,2,2,2,3,2,1,0,"com.whservidor: com.whservidor|c,om.whservidor"
com.itsaol,0.957,0.0013,2,36,40,47,46,1,0,"com.itsaol: com.itsa,ol|c,om.itsa,ol"
com.effers,0.905,0.0018,2,16,16,21,20,1,0,"com.effers: com.effers|c,om.effers"
com.adobe,-1,0.623,2,3,3,5,0,5,0,"com.adobe: com.adobe|c,om.adobe"
com.sitew,-1,0.0227,2,7,7,9,0,9,0,"com.sitew: com.sitew|c,om.sitew"
com.acquiretm,0.917,0.0038,2,23,23,48,46,2,0,"com.acquiretm: com.acquire,tm|c,om.acquire,tm"
com.myphonesupport,0.5,0.0038,2,3,3,8,6,2,0,"com.myphonesupport: com.myph,ones,uppo,rt|c,om.myph,ones,uppo,rt"
com.stephenfett,0.778,0.002,2,3,3,9,8,1,0,"com.stephenfett: com.stephen,fett|c,om.stephen,fett"
com.driverguide,0.934,0.0148,2,10,10,61,59,2,0,"com.driverguide: com.driver,guide|c,om.driver,guide"
com.godaddysites,0.975,0.0098,2,144,144,160,158,2,0,"com.godaddysites: com.goda,ddy,sites|c,om.goda,ddy,sites"
com.aslanzadeh,0.818,0.0022,2,4,4,11,10,1,0,"com.aslanzadeh: com.asla,nzad,eh|c,om.asla,nzad,eh"
com.is-a-musician,1,0.0146,2,7,10,14,12,0,1,"com.is-a-musician: com.is,-,a,-,musician|c,om.is,-,a,-,musician"
com.pc-fix-cleaner,0.714,0.0011,2,2,2,7,6,1,0,"com.pc-fix-cleaner: com.pc,-,fix,-,cleaner|c,om.pc,-,fix,-,cleaner"
com.co188,-0.333,0.0256,2,3,3,6,2,4,0,"com.co188: com.co,188|c,om.co,188"
com.ecomitize,0.667,0.0015,2,2,2,6,5,1,0,"com.ecomitize: com.ecom,itize|c,om.ecom,itize"
com.dyndns-work,1,0.0201,2,15,15,31,29,0,1,"com.dyndns-work: com.dyndns,-,work|c,om.dyndns,-,work"
com.dynalias,-0.6,0.0429,2,8,8,12,2,8,1,"com.dynalias: com.dynalias|c,om.dynalias"
com.dyndns-wiki,1,0.0192,2,4,5,9,7,0,1,"com.dyndns-wiki: com.dyndns,-,wiki|c,om.dyndns,-,wiki"
com.cechire,0.882,0.0277,2,10,10,19,16,1,1,"com.cechire: com.cech,ire|c,om.cech,ire"
com.outsystemscloud,-1,0.0261,2,2,2,4,0,2,1,"com.outsystemscloud: com.outs,yst,emsc,loud|c,om.outs,yst,emsc,loud"
com.myshopify,-0.999,2.606,2,1949,1949,1951,1,1950,0,"com.myshopify: com.mysh,opif,y|c,om.mysh,opif,y"
com.3eeweb,0.857,0.0035,2,13,13,14,13,1,0,"com.3eeweb: com.3,eew,eb|c,om.3,eew,eb"
com.orsoon,0.971,0.0176,2,17,17,138,136,2,0,"com.orsoon: com.orsoon|c,om.orsoon"
com.pixolino,0,0.0158,2,0,0,2,0,0,1,"com.pixolino: com.pixo,lino|c,om.pixo,lino"
com.gotpantheon,-1,0.0238,2,0,0,3,0,1,1,"com.gotpantheon: com.got,pantheon|c,om.got,pantheon"
com.fanthai,0.957,0.0018,2,23,23,46,45,1,0,"com.fanthai: com.fant,hai|c,om.fant,hai"
com.is-a-caterer,1,0,2,2,6,8,7,0,1,"com.is-a-caterer: com.is,-,a,-,caterer|c,om.is,-,a,-,caterer"
com.graffitiwallpaper,0.8,0.0011,2,4,4,10,9,1,0,"com.graffitiwallpaper: com.graffiti,wallpaper|c,om.graffiti,wallpaper"
com.bdysite,0.968,0.0083,2,1,39,126,124,2,0,"com.bdysite: com.bdys,ite|c,om.bdys,ite"
com.namsopro,0.972,0.0018,2,2,2,72,71,1,0,"com.namsopro: com.namsopro|c,om.namsopro"
com.sssyoutube,0.933,0.0029,2,4,4,30,29,1,0,"com.sssyoutube: com.sss,youtube|c,om.sss,youtube"
com.lphant,0.833,0.0012,2,4,4,12,11,1,0,"com.lphant: com.lpha,nt|c,om.lpha,nt"
com.googlecode,0.222,0.1016,2,12,12,20,11,7,1,"com.googlecode: com.google,code|c,om.google,code"
com.sells-for-less,1,0,2,2,3,4,3,0,1,"com.sells-for-less: com.sells,-,for,-,less|c,om.sells,-,for,-,less"
com.is-a-hard-worker,1,0.0159,2,3,3,7,5,0,1,"com.is-a-hard-worker: com.is,-,a,-,hard,-,worker|c,om.is,-,a,-,hard,-,worker"
com.writesthisblog,0,0.0172,2,0,0,2,0,0,1,"com.writesthisblog: com.writes,this,blog|c,om.writes,this,blog"
com.kongfz,-1,0.0213,2,2,2,4,0,4,0,"com.kongfz: com.kongfz|c,om.kongfz"
com.clouddn,0.999,0.0201,2,2,734,3266,3264,2,0,"com.clouddn: com.cloud,dn|c,om.cloud,dn"
com.sumutoko,0.667,0.0014,2,2,2,6,5,1,0,"com.sumutoko: com.sumut,oko|c,om.sumut,oko"
com.savetubevideo,0.8,0.0044,2,8,9,20,18,2,0,"com.savetubevideo: com.save,tubev,ideo|c,om.save,tubev,ideo"
com.codns,0.989,0.0013,2,159,159,174,173,1,0,"com.codns: com.cod,ns|c,om.cod,ns"
com.jimdo,-0.938,0.4933,2,253,253,260,8,252,0,"com.jimdo: com.jimdo|c,om.jimdo"
com.is-a-liberal,1,0,2,1,1,2,1,0,1,"com.is-a-liberal: com.is,-,a,-,liberal|c,om.is,-,a,-,liberal"
com.netdna-cdn,0.871,0.0396,2,2,23,31,29,2,0,"com.netdna-cdn: com.netdna,-,cdn|c,om.netdna,-,cdn"
com.wikidot,-1,0.2247,2,86,86,88,0,88,0,"com.wikidot: com.wiki,dot|c,om.wiki,dot"
com.comxa,0.75,0.0094,2,4,4,8,7,1,0,"com.comxa: com.comxa|c,om.comxa"
com.pcerror-fix,0.862,0.0024,2,8,8,29,27,2,0,"com.pcerror-fix: com.pcerror,-,fix|c,om.pcerror,-,fix"
com.comli,0.652,0.0139,2,20,20,23,19,4,0,"com.comli: com.comli|c,om.comli"
com.comlu,0.846,0.0103,2,12,12,13,12,1,0,"com.comlu: com.comlu|c,om.comlu"
com.copy9,0.714,0.0061,2,6,6,14,12,2,0,"com.copy9: com.copy,9|c,om.copy,9"
com.000webhost,0.818,0.0558,2,2,2,22,20,2,0,"com.000webhost: com.000,webh,ost|c,om.000,webh,ost"
com.examentrafico,0.818,0.0019,2,5,5,11,10,1,0,"com.examentrafico: com.exame,ntra,fico|c,om.exame,ntra,fico"
com.ignorelist,0.992,0.0019,2,148,148,260,259,1,0,"com.ignorelist: com.ignore,list|c,om.ignore,list"
com.onekit,0.667,0.0013,2,2,2,6,5,1,0,"com.onekit: com.one,kit|c,om.one,kit"
com.jurnas,0.667,0.0027,2,4,4,12,10,2,0,"com.jurnas: com.jur,nas|c,om.jur,nas"
com.xenapponazure,0,0.0167,2,0,0,2,0,0,1,"com.xenapponazure: com.xena,ppon,azure|c,om.xena,ppon,azure"
com.hostgator,0.455,0.0531,2,4,4,11,8,3,0,"com.hostgator: com.host,gator|c,om.host,gator"
com.is-a-bookkeeper,0,0,2,0,0,1,0,0,1,"com.is-a-bookkeeper: com.is,-,a,-,bookkeeper|c,om.is,-,a,-,bookkeeper"
com.bravesites,-1,0.0335,2,3,3,4,0,4,0,"com.bravesites: com.braves,ites|c,om.braves,ites"
com.slyip,0.947,0.0019,2,29,29,38,37,1,0,"com.slyip: com.sly,ip|c,om.sly,ip"
com.pcriot,0.2,0.0055,2,2,2,5,3,2,0,"com.pcriot: com.pcriot|c,om.pcriot"
com.crittendenonline,0.857,0.0015,2,9,9,14,13,1,0,"com.crittendenonline: com.crit,tend,enon,line|c,om.crit,tend,enon,line"
com.dnsdojo,0.933,0.0237,2,18,21,32,29,1,1,"com.dnsdojo: com.dnsdojo|c,om.dnsdojo"
com.hotmial,0.939,0.0013,2,8,8,33,32,1,0,"com.hotmial: com.hotmial|c,om.hotmial"
com.fatdiminisher,0.714,0.0014,2,2,2,7,6,1,0,"com.fatdiminisher: com.fat,diminish,er|c,om.fat,diminish,er"
com.mytuleap,0,0.0143,2,0,0,2,0,0,1,"com.mytuleap: com.myt,ule,ap|c,om.myt,ule,ap"
